UNIX_TIME,ANGLE
1592353800,1.6441665
1590742800,63.920776
1590887700,14.432454
1589982300,5.9108973
1590270300,1.4108769
1592342100,1.2001753
1591175700,74.02909
1590049800,67.42002
1589939100,19.736246
1589788800,90.45046
1591534800,7.813784
1591561800,1.7795863
1590090300,2.1015286
1589860800,69.24402
1589648400,2.4138706
1590529500,2.0119374
1591243200,51.086132
1590755400,10.493921
1591536600,4.168715
1591028100,1.0369138
1590398100,62.92598
1590281100,10.515038
1592182800,23.160257
1591099200,14.584621
1589760000,0.21499169
1591141500,1.9241793
1592005500,2.2364194
1590606000,1.9277098
1590942600,1.3150017
1590870600,1.6106176
1592244000,1.454647
1590863400,1.6106176
1592138700,12.990469
1590718500,20.825369
1590975000,25.890606
1590815700,43.198193
1592208900,44.821705
1591335000,81.55904
1589730300,0.21499169
1589667300,2.4138706
1590054300,41.581635
1589560200,2.4123209
1592053200,8.160211
1591334100,85.594955
1590382800,78.736145
1590995700,38.828445
1590882300,1.6106176
1590608700,1.9277098
1589865300,69.72703
1592405100,0.8984544
1591164000,81.615036
1591046100,1.0369138
1589503500,10.808724
1590457500,23.18213
1591806600,1.8371476
1591336800,89.85236
1590563700,71.31815
1590660900,56.54071
1590449400,3.0708137
1590843600,8.46659
1591935300,59.075745
1592400600,1.3399148
1590169500,2.6640434
1591403400,10.520609
1591002000,50.531654
1589541300,35.09782
1590207300,64.21375
1590029100,39.106434
1591170300,79.39543
1589508900,15.792778
1591177500,82.420586
1590513300,2.0119374
1591639200,2.3100781
1589910300,1.1984099
1591448400,2.3406603
1590062400,12.1754055
1591455600,1.5172647
1592208000,45.229336
1591998300,1.434182
1591647300,2.3100781
1589640300,2.4138706
1589602500,63.00134
1591915500,1.5149018
1591987500,1.3406537
1589809500,3.1065624
1590675300,1.6961614
1589891400,4.9153094
1590609600,1.9277098
1590803100,17.21724
1590542100,19.09454
1592041500,67.87832
1591650900,2.3100781
1591252200,83.59915
1592413200,0.8984544
1591145100,11.662472
1590830100,76.796234
1591301700,3.4242144
1591284600,3.4242144
1589649300,2.4138706
1591205400,2.36981
1591920000,1.5149018
1592352000,1.6441665
1590720300,40.927597
1590832800,74.912865
1590150600,11.822439
1591201800,2.36981
1589888700,20.87047
1589553000,5.2424483
1590943500,1.3150017
1591071300,69.652756
1591464600,1.2917966
1589983200,3.709506
1592071200,1.5238062
1590667200,15.054535
1591904700,1.5149018
1590394500,80.042404
1590098400,2.1015286
1589823900,1.6829904
1592163900,2.3330986
1591098300,17.522049
1592109900,59.449608
1591191900,2.36981
1589917500,1.1984099
1590997500,81.17967
1590088500,2.1015286
1590161400,2.6640434
1591545600,1.7795863
1591430400,60.37681
1589617800,57.852848
1591908300,1.5149018
1592190900,61.415337
1591128000,1.9241793
1590888600,14.432454
1591817400,1.8371476
1589949000,73.10082
1591338600,58.964462
1591850700,54.478844
1591525800,51.64117
1592181000,13.062692
1591511400,92.05297
1590047100,84.896614
1590358500,1.216456
1589650200,2.4138706
1590385500,79.07404
1591674300,58.086662
1591324200,29.488659
1591805700,1.8371476
1591766100,65.75063
1592261100,4.38496
1589931000,1.3011409
1589655600,2.4138706
1591926300,19.296045
1589953500,79.624466
1592081100,1.5238062
1591333200,80.351906
1591308000,3.4242144
1591732800,1.684624
1591720200,1.684624
1589883300,46.865128
1590983100,56.22843
1591006500,10.405219
1592075700,1.5238062
1589844600,2.1794028
1592105400,53.38241
1592156700,2.3330986
1589880600,66.08337
1589636700,2.8551006
1590163200,2.6640434
1590149700,12.792155
1590892200,23.696587
1590224400,58.755318
1590543900,20.906147
1590533100,2.0119374
1591298100,3.4242144
1590610500,1.9277098
1590915600,20.9599
1592285400,88.60461
1591763400,52.844486
1592296200,74.61013
1589508000,16.787441
1590225300,57.9313
1589986800,2.5352564
1590417000,1.8634022
1591542900,1.7795863
1589646600,2.4138706
1591695900,63.76313
1589757300,0.21499169
1589783400,75.1479
1590740100,74.175644
1591532100,18.420649
1589742000,0.21499169
1590541200,15.394379
1590381900,76.638725
1592329500,1.2001753
1591142400,1.9241793
1591919100,1.5149018
1589949900,81.483734
1592275500,44.70019
1592126100,58.48839
1590996600,64.16182
1590620400,1.9277098
1591749000,7.5109487
1589546700,13.162304
1591701300,37.49623
1589524200,81.11776
1591633800,2.3100781
1590084000,2.1015286
1592239500,1.454647
1590886800,12.52767
1591296300,3.4242144
1590802200,12.387175
1590353100,1.216456
1590774300,1.0044206
1591002900,28.266123
1589852700,21.519144
1591154100,44.749653
1590554700,73.90627
1591056900,2.6576068
1590510600,2.0119374
1589944500,51.90363
1590677100,1.6961614
1591596900,79.51785
1592389800,20.351511
1591237800,42.694595
1591700400,40.580387
1590974100,14.452861
1591209000,2.36981
1590515100,2.0119374
1590153300,2.7182794
1591123500,1.9241793
1589782500,67.64886
1591425900,74.20791
1590539400,10.108609
1591214400,2.36981
1590617700,1.9277098
1591359300,25.322567
1592377200,80.10546
1591876800,20.237062
1591419600,75.01176
1590402600,58.3356
1590165000,2.6640434
1591685100,78.02861
1591227900,3.2559803
1589706000,29.79162
1592324100,1.2001753
1590282900,14.954916
1590657300,62.629055
1590849000,2.1734192
1591715700,1.684624
1590714900,17.237946
1592274600,45.745052
1592037000,79.16831
1591789500,26.909115
1590861600,1.6106176
1590906600,76.796234
1590759000,1.9956443
1591624800,2.3100781
1592184600,27.151525
1592242200,1.454647
1590507000,2.0119374
1592407800,0.8984544
1590081300,2.1015286
1590583500,8.483569
1590903900,84.77618
1592264700,5.337473
1589588100,2.5339077
1591146900,12.556964
1590786900,1.0044206
1589777100,28.315077
1591626600,2.3100781
1592113500,83.68665
1591353900,57.044094
1592344800,1.2001753
1590879600,1.6106176
1590893100,34.159588
1590336900,1.216456
1592158500,2.3330986
1591040700,1.0369138
1590477300,86.10819
1591974000,1.3406537
1591424100,48.411694
1591031700,1.0369138
1590038100,81.63016
1589531400,82.13115
1591193700,2.36981
1592227800,2.3011816
1591666200,27.904781
1590059700,23.70399
1589914800,1.1984099
1591946100,76.82075
1590746400,54.171124
1589989500,2.5352564
1590548400,48.434204
1590040800,84.24806
1592127900,74.15952
1591569900,3.0420265
1591907400,1.5149018
1591370100,5.32591
1589543100,28.947716
1592067600,1.5238062
1591148700,26.936996
1589886000,41.64596
1591489800,8.494917
1590727500,83.78057
1590453900,12.1749735
1590323400,11.290333
1590048000,82.14839
1589772600,8.244455
1589700600,68.46478
1590531300,2.0119374
1591740900,1.7990861
1590243300,1.4108769
1589590800,12.746458
1591481700,1.2917966
1590272100,1.4108769
1590420600,1.8634022
1590252300,1.4108769
1590201000,24.233044
1589918400,1.1984099
1591119900,1.9241793
1591035300,1.0369138
1591406100,22.45137
1592088300,1.6872907
1590185700,2.6640434
1591510500,76.75913
1590880500,1.6106176
1590919200,32.002476
1590519600,2.0119374
1590749100,43.125355
1589815800,1.6829904
1589612400,85.37594
1591826400,1.8371476
1591637400,2.3100781
1590321600,16.536657
1591722000,1.684624
1589820300,1.6829904
1591263900,69.07166
1589507100,16.787441
1591948800,75.802414
1589500800,3.520592
1591086600,61.52221
1591101900,13.181728
1590480900,84.84149
1589871600,82.900696
1590966000,1.3150017
1589907600,1.1984099
1589519700,58.553036
1589559300,2.4123209
1590387300,86.20189
1592064000,1.5238062
1592360100,29.83725
1592279100,57.47186
1589744700,0.21499169
1591240500,41.971798
1591654500,2.3100781
1590239700,1.4108769
1592271900,30.972029
1590801300,11.4576435
1589987700,2.5352564
1590301800,68.96785
1591902900,1.5149018
1590847200,2.1734192
1591813800,1.8371476
1592061300,1.5238062
1591585200,36.247528
1592147700,2.6648154
1590883200,1.6106176
1590662700,36.948
1591133400,1.9241793
